,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,st_rad,st_mass,st_met,sy_dist,decade_of_discovery,pl_type,st_compactness
3297,Kepler-36 c,Kepler-36,1,2,Transit,2012,16.21865,3.679,1.63,1.03,-0.18,527.956,2010s,Sub-Jovian,0.6319018404907976
3298,Kepler-360 b,Kepler-360,1,2,Transit,2014,3.289672,1.65,1.06,0.95,0.16,876.044,2010s,Super-Earth,0.8962264150943395
3299,Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,2.1,1.06,0.95,0.16,876.044,2010s,Sub-Neptune,0.8962264150943395
3300,Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,1.45,1.34,1.17,0.024,930.32,2010s,Super-Earth,0.8731343283582088
3301,Kepler-361 c,Kepler-361,1,2,Transit,2014,55.188023,2.52,1.34,1.17,0.024,930.32,2010s,Sub-Neptune,0.8731343283582088
3302,Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.88,0.72,1.02,0.14,1090.51,2010s,Terrestrial,1.4166666666666667
3303,Kepler-362 c,Kepler-362,1,2,Transit,2014,37.866281,1.45,0.72,1.02,0.14,1090.51,2010s,Super-Earth,1.4166666666666667
3304,Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,1.16,1.49,1.1,0.397,762.596,2010s,Super-Earth,0.738255033557047
3305,Kepler-363 c,Kepler-363,1,3,Transit,2014,7.542427,1.69,1.49,1.1,0.397,762.596,2010s,Super-Earth,0.738255033557047
3306,Kepler-363 d,Kepler-363,1,3,Transit,2014,11.932125,2.05,1.49,1.1,0.397,762.596,2010s,Sub-Neptune,0.738255033557047
3307,Kepler-364 b,Kepler-364,1,2,Transit,2014,25.745718,1.55,1.28,1.19,-0.031,891.462,2010s,Super-Earth,0.9296874999999999
3308,Kepler-364 c,Kepler-364,1,2,Transit,2014,59.980627,2.15,1.28,1.19,-0.031,891.462,2010s,Sub-Neptune,0.9296874999999999
3309,Kepler-365 b,Kepler-365,1,2,Transit,2014,10.664903,2.04,1.05,1.02,-0.218,1038.99,2010s,Sub-Neptune,0.9714285714285714
3310,Kepler-365 c,Kepler-365,1,2,Transit,2014,17.784129,1.64,1.05,1.02,-0.218,1038.99,2010s,Super-Earth,0.9714285714285714
3311,Kepler-366 b,Kepler-366,1,2,Transit,2014,3.281959,1.46,1.05,1.06,0.01,1856.28,2010s,Super-Earth,1.0095238095238095
3312,Kepler-366 c,Kepler-366,1,2,Transit,2014,12.51616,1.79,1.05,1.06,0.01,1856.28,2010s,Sub-Neptune,1.0095238095238095
3313,Kepler-367 b,Kepler-367,1,2,Transit,2014,37.815724,1.3,0.69,0.68,0.197,188.027,2010s,Super-Earth,0.9855072463768118
3314,Kepler-367 c,Kepler-367,1,2,Transit,2014,53.578637,1.2,0.69,0.68,0.197,188.027,2010s,Super-Earth,0.9855072463768118
3315,Kepler-368 b,Kepler-368,1,2,Transit,2014,26.84768,3.26,2.02,0.97,0.03,770.978,2010s,Sub-Neptune,0.4801980198019802
3316,Kepler-368 c,Kepler-368,1,2,Transit,2014,72.379334,3.88,2.02,0.97,0.03,770.978,2010s,Sub-Jovian,0.4801980198019802
3317,Kepler-369 b,Kepler-369,1,2,Transit,2014,2.732756,1.13,0.47,0.5,-0.09,214.0,2010s,Super-Earth,1.0638297872340425
3318,Kepler-369 c,Kepler-369,1,2,Transit,2014,14.871572,1.41,0.47,0.5,-0.09,214.0,2010s,Super-Earth,1.0638297872340425
3319,Kepler-37 b,Kepler-37,1,4,Transit,2013,13.36731,0.296,0.79,0.87,-0.32,63.9207,2010s,Terrestrial,1.10126582278481
3320,Kepler-37 c,Kepler-37,1,4,Transit,2013,21.302,0.75,0.77,0.8,-0.32,63.9207,2010s,Terrestrial,1.038961038961039
3321,Kepler-37 d,Kepler-37,1,4,Transit,2013,39.7922,1.94,0.77,0.8,-0.32,63.9207,2010s,Sub-Neptune,1.038961038961039
3322,Kepler-37 e,Kepler-37,1,4,Transit Timing Variations,2014,51.196,0.37,0.77,0.8,-0.3,63.9207,2010s,Terrestrial,1.038961038961039
3323,Kepler-370 b,Kepler-370,1,2,Transit,2014,4.57953,1.59,0.9,0.98,0.132,1167.94,2010s,Super-Earth,1.0888888888888888
3324,Kepler-370 c,Kepler-370,1,2,Transit,2014,19.02293,1.91,0.9,0.98,0.132,1167.94,2010s,Sub-Neptune,1.0888888888888888
3325,Kepler-371 b,Kepler-371,1,2,Transit,2014,34.763278,1.89,0.99,0.93,-0.197,813.192,2010s,Sub-Neptune,0.9393939393939394
3326,Kepler-371 c,Kepler-371,1,2,Transit,2014,67.968015,1.78,0.99,0.93,-0.197,813.192,2010s,Sub-Neptune,0.9393939393939394
3327,Kepler-372 b,Kepler-372,1,3,Transit,2014,6.849692,1.36,1.14,1.15,0.16,1493.95,2010s,Super-Earth,1.0087719298245614
3328,Kepler-372 c,Kepler-372,1,3,Transit,2014,20.053763,2.09,1.14,1.2,0.16,1493.95,2010s,Sub-Neptune,1.0526315789473684
3329,Kepler-372 d,Kepler-372,1,3,Transit,2014,30.092568,1.69,1.14,1.15,0.16,1493.95,2010s,Super-Earth,1.0087719298245614
3330,Kepler-373 b,Kepler-373,1,2,Transit,2014,5.535309,1.36,0.84,0.93,0.07,1090.45,2010s,Super-Earth,1.1071428571428572
3331,Kepler-373 c,Kepler-373,1,2,Transit,2014,16.725948,1.24,0.84,0.93,0.07,1090.45,2010s,Super-Earth,1.1071428571428572
3332,Kepler-374 b,Kepler-374,1,3,Transit,2014,1.897806,1.03,0.91,1.04,0.111,1265.61,2010s,Super-Earth,1.1428571428571428
3333,Kepler-374 c,Kepler-374,1,3,Transit,2014,3.282807,1.1,0.91,1.04,0.111,1265.61,2010s,Super-Earth,1.1428571428571428
3334,Kepler-374 d,Kepler-374,1,3,Transit,2014,5.028219,1.31,0.91,1.04,0.111,1265.61,2010s,Super-Earth,1.1428571428571428
3335,Kepler-375 b,Kepler-375,1,2,Transit,2014,12.125934,1.45,0.84,0.92,0.14,1238.81,2010s,Super-Earth,1.0952380952380953
3336,Kepler-375 c,Kepler-375,1,2,Transit,2014,19.986326,2.65,0.84,0.92,0.14,1238.81,2010s,Sub-Neptune,1.0952380952380953
3337,Kepler-376 b,Kepler-376,1,2,Transit,2014,4.920199,1.07,1.18,1.06,-0.104,923.067,2010s,Super-Earth,0.8983050847457628
3338,Kepler-376 c,Kepler-376,1,2,Transit,2014,14.172327,1.79,1.18,1.06,-0.104,923.067,2010s,Sub-Neptune,0.8983050847457628
3339,Kepler-377 b,Kepler-377,1,2,Transit,2014,12.509529,1.39,1.22,1.07,0.01,823.804,2010s,Super-Earth,0.8770491803278689
3340,Kepler-377 c,Kepler-377,1,2,Transit,2014,27.014976,2.06,1.22,1.07,0.01,823.804,2010s,Sub-Neptune,0.8770491803278689
3341,Kepler-378 b,Kepler-378,1,2,Transit,2014,16.092361,0.75,0.67,0.78,0.137,152.094,2010s,Terrestrial,1.164179104477612
3342,Kepler-378 c,Kepler-378,1,2,Transit,2014,28.906009,0.7,0.67,0.78,0.137,152.094,2010s,Terrestrial,1.164179104477612
3343,Kepler-379 b,Kepler-379,1,2,Transit,2014,20.09838,1.66,1.31,1.15,0.06,731.274,2010s,Super-Earth,0.8778625954198472
3344,Kepler-379 c,Kepler-379,1,2,Transit,2014,62.784697,2.29,1.31,1.15,0.06,731.274,2010s,Sub-Neptune,0.8778625954198472
3345,Kepler-38 b,Kepler-38,2,1,Transit,2012,105.599,4.3,1.75,0.94,-0.11,1174.59,2010s,Sub-Jovian,0.5371428571428571
3346,Kepler-380 b,Kepler-380,1,2,Transit,2014,3.930821,1.19,1.22,1.08,-0.06,813.713,2010s,Super-Earth,0.8852459016393444
3347,Kepler-380 c,Kepler-380,1,2,Transit,2014,7.630004,1.27,1.22,1.08,-0.06,813.713,2010s,Super-Earth,0.8852459016393444
3348,Kepler-381 b,Kepler-381,1,3,Transit,2014,5.629021,0.99,1.57,1.2,-0.202,267.323,2010s,Terrestrial,0.7643312101910827
3349,Kepler-381 c,Kepler-381,1,3,Transit,2014,13.391635,1.12,1.57,1.2,-0.202,267.323,2010s,Super-Earth,0.7643312101910827
3350,Kepler-381 d,Kepler-381,1,3,Transit,2021,8.25629997,1.067,2.19,1.2,-0.32,267.323,2020s,Super-Earth,0.547945205479452
3351,Kepler-382 b,Kepler-382,1,2,Transit,2014,5.262155,1.32,0.94,0.88,0.082,935.446,2010s,Super-Earth,0.9361702127659575
3352,Kepler-382 c,Kepler-382,1,2,Transit,2014,12.162701,1.59,0.94,0.88,0.082,935.446,2010s,Super-Earth,0.9361702127659575
3353,Kepler-383 b,Kepler-383,1,2,Transit,2014,12.904532,1.32,0.67,0.67,-0.178,470.0,2010s,Super-Earth,1.0
3354,Kepler-383 c,Kepler-383,1,2,Transit,2014,31.200751,1.24,0.67,0.67,-0.178,470.0,2010s,Super-Earth,1.0
3355,Kepler-384 b,Kepler-384,1,2,Transit,2014,22.597053,1.12,0.88,0.97,-0.459,895.678,2010s,Super-Earth,1.1022727272727273
3356,Kepler-384 c,Kepler-384,1,2,Transit,2014,45.348269,1.13,0.88,0.97,-0.459,895.678,2010s,Super-Earth,1.1022727272727273
3357,Kepler-385 b,Kepler-385,1,3,Transit,2014,10.043686,2.73,1.13,1.12,0.04,1432.61,2010s,Sub-Neptune,0.9911504424778763
3358,Kepler-385 c,Kepler-385,1,3,Transit,2014,15.163161,3.04,1.13,1.12,0.04,1432.61,2010s,Sub-Neptune,0.9911504424778763
3359,Kepler-385 d,Kepler-385,1,3,Transit,2020,56.4159,2.619,1.16,1.05,-0.08,1432.61,2020s,Sub-Neptune,0.9051724137931035
3360,Kepler-386 b,Kepler-386,1,2,Transit,2014,12.31043,1.39,0.77,0.82,0.16,882.462,2010s,Super-Earth,1.0649350649350648
3361,Kepler-386 c,Kepler-386,1,2,Transit,2014,25.193458,1.58,0.77,0.82,0.16,882.462,2010s,Super-Earth,1.0649350649350648
3362,Kepler-387 b,Kepler-387,1,2,Transit,2014,6.791636,1.03,1.05,0.82,-0.4,801.052,2010s,Super-Earth,0.7809523809523808
3363,Kepler-387 c,Kepler-387,1,2,Transit,2014,11.837549,0.89,1.05,0.82,-0.4,801.052,2010s,Terrestrial,0.7809523809523808
3364,Kepler-388 b,Kepler-388,1,2,Transit,2014,3.173315,0.81,0.59,0.64,0.0,425.0,2010s,Terrestrial,1.0847457627118644
3365,Kepler-388 c,Kepler-388,1,2,Transit,2014,13.297004,0.86,0.59,0.64,0.0,425.0,2010s,Terrestrial,1.0847457627118644
3366,Kepler-389 b,Kepler-389,1,2,Transit,2014,3.244107,1.51,0.79,0.81,0.16,816.559,2010s,Super-Earth,1.0253164556962024
3367,Kepler-389 c,Kepler-389,1,2,Transit,2014,14.51143,1.46,0.79,0.81,0.16,816.559,2010s,Super-Earth,1.0253164556962024
3368,Kepler-39 b,Kepler-39,1,1,Transit,2011,21.08721,13.9,1.4,1.29,0.1,1057.41,2010s,Jovian,0.9214285714285715
3369,Kepler-390 b,Kepler-390,2,2,Transit,2014,6.738088,0.82,0.78,0.86,-0.044,435.277,2010s,Terrestrial,1.1025641025641024
3370,Kepler-390 c,Kepler-390,2,2,Transit,2014,13.060022,0.79,0.78,0.86,-0.044,435.277,2010s,Terrestrial,1.1025641025641024
3371,Kepler-391 b,Kepler-391,1,2,Transit,2014,7.416755,3.2,3.57,1.03,-0.07,869.236,2010s,Sub-Neptune,0.288515406162465
3372,Kepler-391 c,Kepler-391,1,2,Transit,2014,20.485435,3.54,3.57,1.03,-0.07,869.236,2010s,Sub-Jovian,0.288515406162465
3373,Kepler-392 b,Kepler-392,1,2,Transit,2014,5.341853,1.0,1.13,1.07,-0.436,681.428,2010s,Terrestrial,0.9469026548672568
3374,Kepler-392 c,Kepler-392,1,2,Transit,2014,10.423118,1.1,1.13,1.07,-0.436,681.428,2010s,Super-Earth,0.9469026548672568
3375,Kepler-393 b,Kepler-393,1,2,Transit,2014,9.182417,1.29,1.38,1.21,0.032,881.404,2010s,Super-Earth,0.8768115942028986
3376,Kepler-393 c,Kepler-393,1,2,Transit,2014,14.613612,1.33,1.38,1.21,0.032,881.404,2010s,Super-Earth,0.8768115942028986
3377,Kepler-394 b,Kepler-394,1,3,Transit,2014,8.005013,1.6,1.13,1.13,0.02,1058.72,2010s,Super-Earth,1.0
3378,Kepler-394 c,Kepler-394,1,3,Transit,2014,12.130686,1.66,1.13,1.13,0.02,1058.72,2010s,Super-Earth,1.0
3379,Kepler-394 d,Kepler-394,1,3,Transit,2021,5.61358023,1.501,1.1,1.14,-0.14,1058.72,2020s,Super-Earth,1.0363636363636362
3380,Kepler-395 b,Kepler-395,1,2,Transit,2014,7.054346,1.03,0.56,0.62,-0.02,421.382,2010s,Super-Earth,1.107142857142857
3381,Kepler-395 c,Kepler-395,1,2,Transit,2014,34.989262,1.32,0.56,0.62,-0.02,421.382,2010s,Super-Earth,1.107142857142857
3382,Kepler-396 b,Kepler-396,1,2,Transit,2013,42.994,3.5,1.06,0.85,0.156,223.757,2010s,Sub-Jovian,0.8018867924528301
3383,Kepler-396 c,Kepler-396,1,2,Transit,2013,88.505,5.3,1.06,0.85,0.156,223.757,2010s,Sub-Jovian,0.8018867924528301
3384,Kepler-397 b,Kepler-397,1,2,Transit,2014,22.250949,2.46,0.77,0.84,-0.24,969.0,2010s,Sub-Neptune,1.0909090909090908
3385,Kepler-397 c,Kepler-397,1,2,Transit,2014,135.498527,6.18,0.77,0.84,-0.24,969.0,2010s,Jovian,1.0909090909090908
3386,Kepler-398 b,Kepler-398,1,3,Transit,2014,4.081423,0.93,0.61,0.65,0.053,177.355,2010s,Terrestrial,1.0655737704918034
3387,Kepler-398 c,Kepler-398,1,3,Transit,2014,11.419412,1.01,0.61,0.65,0.053,177.355,2010s,Super-Earth,1.0655737704918034
3388,Kepler-398 d,Kepler-398,1,3,Transit,2016,6.83437001,0.88,0.67,0.72,-0.06,177.355,2010s,Terrestrial,1.0746268656716418
3389,Kepler-399 b,Kepler-399,1,3,Transit,2014,14.425281,0.96,0.68,0.9,0.14,740.537,2010s,Terrestrial,1.3235294117647058
3390,Kepler-399 c,Kepler-399,1,3,Transit,2014,26.67569,1.43,0.68,0.9,0.14,740.537,2010s,Super-Earth,1.3235294117647058
3391,Kepler-399 d,Kepler-399,1,3,Transit,2014,58.034616,1.89,0.68,0.9,0.14,740.537,2010s,Sub-Neptune,1.3235294117647058
3392,Kepler-4 b,Kepler-4,1,1,Transit,2009,3.21346,4.002,1.49,1.22,0.17,487.916,2000s,Sub-Jovian,0.8187919463087249
3393,Kepler-40 b,Kepler-40,1,1,Transit,2010,6.87349,13.11,2.13,1.48,0.1,2305.01,2010s,Jovian,0.6948356807511737
3394,Kepler-400 b,Kepler-400,1,2,Transit,2014,9.024389,1.65,1.15,1.08,0.084,845.97,2010s,Super-Earth,0.9391304347826088
3395,Kepler-400 c,Kepler-400,1,2,Transit,2014,17.340824,1.49,1.15,1.08,0.084,845.97,2010s,Super-Earth,0.9391304347826088
3396,Kepler-401 b,Kepler-401,1,3,Transit,2014,14.383035,1.71,1.33,1.17,0.02,965.56,2010s,Super-Earth,0.8796992481203006
3397,Kepler-401 c,Kepler-401,1,3,Transit,2014,47.318218,2.15,1.33,1.17,0.02,965.56,2010s,Sub-Neptune,0.8796992481203006
3398,Kepler-401 d,Kepler-401,1,3,Transit,2016,184.256405,2.27,1.29,1.17,0.02,965.56,2010s,Sub-Neptune,0.9069767441860465
3399,Kepler-402 b,Kepler-402,1,4,Transit,2014,4.028751,1.22,1.26,1.15,-0.08,625.339,2010s,Super-Earth,0.9126984126984127
3400,Kepler-402 c,Kepler-402,1,4,Transit,2014,6.124821,1.56,1.26,1.15,-0.08,625.339,2010s,Super-Earth,0.9126984126984127
3401,Kepler-402 d,Kepler-402,1,4,Transit,2014,8.921099,1.38,1.26,1.15,-0.08,625.339,2010s,Super-Earth,0.9126984126984127
3402,Kepler-402 e,Kepler-402,1,4,Transit,2014,11.242861,1.46,1.26,1.15,-0.08,625.339,2010s,Super-Earth,0.9126984126984127
3403,Kepler-403 b,Kepler-403,1,3,Transit,2014,7.031462,1.25,1.33,1.25,0.079,840.269,2010s,Super-Earth,0.9398496240601504
3404,Kepler-403 c,Kepler-403,1,3,Transit,2014,54.280749,1.75,1.33,1.25,0.079,840.269,2010s,Sub-Neptune,0.9398496240601504
3405,Kepler-403 d,Kepler-403,1,3,Transit,2016,13.61159129,1.42,1.45,1.25,0.16,840.269,2010s,Super-Earth,0.8620689655172414
3406,Kepler-404 b,Kepler-404,1,2,Transit,2014,11.829851,1.27,0.88,0.93,-0.04,812.524,2010s,Super-Earth,1.0568181818181819
3407,Kepler-404 c,Kepler-404,1,2,Transit,2014,14.751166,1.72,0.88,0.93,-0.04,812.524,2010s,Super-Earth,1.0568181818181819
3408,Kepler-405 b,Kepler-405,1,2,Transit,2014,10.613839,2.08,0.89,0.91,-0.03,1065.08,2010s,Sub-Neptune,1.0224719101123596
3409,Kepler-405 c,Kepler-405,1,2,Transit,2014,29.726682,4.66,0.89,0.91,-0.03,1065.08,2010s,Sub-Jovian,1.0224719101123596
3410,Kepler-406 b,Kepler-406,1,2,Transit,2014,2.42629,1.43,1.07,1.07,0.18,364.03,2010s,Super-Earth,1.0
3411,Kepler-406 c,Kepler-406,1,2,Transit,2014,4.62332,0.85,1.07,1.07,0.18,364.03,2010s,Terrestrial,1.0
3412,Kepler-407 b,Kepler-407,1,2,Transit,2014,0.66931,1.07,1.01,1.0,0.33,338.368,2010s,Super-Earth,0.9900990099009901
3413,Kepler-407 c,Kepler-407,1,2,Radial Velocity,2014,3000.0,12.3,1.01,1.0,0.33,338.368,2010s,Jovian,0.9900990099009901
3414,Kepler-408 b,Kepler-408,1,1,Transit,2014,2.46502,0.82,1.23,1.08,-0.2,88.7832,2010s,Terrestrial,0.878048780487805
3415,Kepler-409 b,Kepler-409,1,1,Transit,2014,68.9584,1.19,0.89,0.92,0.08,68.173,2010s,Super-Earth,1.0337078651685394
3416,Kepler-41 b,Kepler-41,1,1,Transit,2011,1.8555582,14.46,1.29,1.15,0.38,1093.08,2010s,Jovian,0.8914728682170542
3417,Kepler-410 A b,Kepler-410 A,2,1,Transit,2013,17.833648,2.838,1.35,1.21,0.01,147.527,2010s,Sub-Neptune,0.8962962962962963
3418,Kepler-411 b,Kepler-411,2,4,Transit,2013,3.005156,2.401,0.82,0.87,0.11,153.676,2010s,Sub-Neptune,1.0609756097560976
3419,Kepler-411 c,Kepler-411,2,4,Transit,2016,7.834435,4.421,0.82,0.87,0.11,153.676,2010s,Sub-Jovian,1.0609756097560976
3420,Kepler-411 d,Kepler-411,2,4,Transit,2018,58.02035,3.319,0.82,0.87,0.11,153.676,2010s,Sub-Neptune,1.0609756097560976
3421,Kepler-411 e,Kepler-411,2,4,Transit Timing Variations,2018,31.509728,3.28,0.82,0.87,0.11,153.676,2010s,Sub-Neptune,1.0609756097560976
3422,Kepler-412 b,Kepler-412,1,1,Transit,2014,1.7208604,15.031,1.29,1.17,0.27,1086.24,2010s,Jovian,0.9069767441860465
3423,Kepler-413 b,Kepler-413,2,1,Transit,2014,66.262,4.347,0.78,0.82,-0.2,847.536,2010s,Sub-Jovian,1.051282051282051
3424,Kepler-414 b,Kepler-414,1,2,Transit Timing Variations,2014,4.7,1.71,0.95,0.89,0.05,413.46,2010s,Super-Earth,0.9368421052631579
3425,Kepler-414 c,Kepler-414,1,2,Transit Timing Variations,2014,7.171,3.01,0.95,0.89,0.05,413.46,2010s,Sub-Neptune,0.9368421052631579
3426,Kepler-415 b,Kepler-415,1,2,Transit Timing Variations,2014,4.176,1.21,0.64,0.67,0.01,530.487,2010s,Super-Earth,1.046875
3427,Kepler-415 c,Kepler-415,1,2,Transit Timing Variations,2014,8.708,2.01,0.64,0.67,0.01,530.487,2010s,Sub-Neptune,1.046875
3428,Kepler-416 b,Kepler-416,1,2,Transit Timing Variations,2014,6.319,2.48,1.07,1.0,0.126,690.819,2010s,Sub-Neptune,0.9345794392523364
3429,Kepler-416 c,Kepler-416,1,2,Transit Timing Variations,2014,12.209,2.45,1.07,1.0,0.126,690.819,2010s,Sub-Neptune,0.9345794392523364
3430,Kepler-417 b,Kepler-417,1,2,Transit Timing Variations,2014,12.331,2.31,0.81,0.9,-0.204,973.989,2010s,Sub-Neptune,1.1111111111111112
3431,Kepler-417 c,Kepler-417,1,2,Transit Timing Variations,2014,15.943,2.69,0.81,0.9,-0.204,973.989,2010s,Sub-Neptune,1.1111111111111112
3432,Kepler-418 b,Kepler-418,1,2,Transit,2014,86.67856,13.45,1.09,0.98,-0.05,1002.53,2010s,Jovian,0.8990825688073394
3433,Kepler-418 c,Kepler-418,1,2,Transit,2021,12.21829987,5.221,1.08,0.96,-0.06,1002.53,2020s,Sub-Jovian,0.8888888888888888
3434,Kepler-419 b,Kepler-419,1,2,Transit,2014,69.7546,10.8,1.74,1.39,0.176,1011.36,2010s,Jovian,0.7988505747126436
3435,Kepler-419 c,Kepler-419,1,2,Transit Timing Variations,2014,675.47,12.6,1.74,1.39,0.176,1011.36,2010s,Jovian,0.7988505747126436
3436,Kepler-42 b,Kepler-42,1,3,Transit,2011,1.2137672,0.78,0.17,0.13,-0.33,40.0595,2010s,Terrestrial,0.7647058823529411
3437,Kepler-42 c,Kepler-42,1,3,Transit,2011,0.45328509,0.73,0.17,0.13,-0.33,40.0595,2010s,Terrestrial,0.7647058823529411
3438,Kepler-42 d,Kepler-42,1,3,Transit,2011,1.865169,0.57,0.17,0.13,-0.33,40.0595,2010s,Terrestrial,0.7647058823529411
3439,Kepler-421 b,Kepler-421,1,1,Transit,2014,704.1984,4.16,0.76,0.79,-0.25,348.558,2010s,Sub-Jovian,1.0394736842105263
3440,Kepler-422 b,Kepler-422,1,1,Transit,2014,7.8914483,12.89,1.24,1.15,0.23,722.795,2010s,Jovian,0.9274193548387096
3441,Kepler-423 b,Kepler-423,1,1,Transit,2014,2.6843285,13.361,0.95,0.85,-0.1,758.753,2010s,Jovian,0.8947368421052632
3442,Kepler-424 b,Kepler-424,1,2,Transit,2014,3.3118644,9.98,0.94,1.01,0.44,698.646,2010s,Jovian,1.074468085106383
3443,Kepler-424 c,Kepler-424,1,2,Radial Velocity,2014,223.3,12.7,0.94,1.01,0.44,698.646,2010s,Jovian,1.074468085106383
3444,Kepler-425 b,Kepler-425,1,1,Transit,2014,3.79701816,10.962,0.86,0.93,0.24,646.647,2010s,Jovian,1.0813953488372094
3445,Kepler-426 b,Kepler-426,1,1,Transit,2014,3.21751883,12.22,0.92,0.91,-0.21,843.695,2010s,Jovian,0.9891304347826086
3446,Kepler-427 b,Kepler-427,1,1,Transit,2014,10.290994,13.79,1.35,0.96,-0.19,1017.8,2010s,Jovian,0.711111111111111
3447,Kepler-428 b,Kepler-428,1,1,Transit,2014,3.52563254,12.11,0.8,0.87,0.09,686.284,2010s,Jovian,1.0875
3448,Kepler-43 b,Kepler-43,1,1,Transit,2011,3.0240949,13.664,1.42,1.32,0.33,1005.84,2010s,Jovian,0.9295774647887325
3449,Kepler-430 b,Kepler-430,1,2,Transit,2015,35.968,3.25,1.49,1.17,0.2,917.477,2010s,Sub-Neptune,0.785234899328859
3450,Kepler-430 c,Kepler-430,1,2,Transit,2015,110.979,1.75,1.49,1.17,0.2,917.477,2010s,Sub-Neptune,0.785234899328859
3451,Kepler-431 b,Kepler-431,1,3,Transit,2015,6.803,0.764,1.09,1.07,0.07,486.546,2010s,Terrestrial,0.981651376146789
3452,Kepler-431 c,Kepler-431,1,3,Transit,2015,8.703,0.668,1.09,1.07,0.07,486.546,2010s,Terrestrial,0.981651376146789
3453,Kepler-431 d,Kepler-431,1,3,Transit,2015,11.922,1.11,1.09,1.07,0.07,486.546,2010s,Super-Earth,0.981651376146789
3454,Kepler-432 b,Kepler-432,2,2,Transit,2015,52.501129,12.834,4.06,1.32,-0.07,848.023,2010s,Jovian,0.32512315270935965
3455,Kepler-432 c,Kepler-432,2,2,Radial Velocity,2015,406.2,13.3,4.06,1.32,-0.07,848.023,2010s,Jovian,0.32512315270935965
3456,Kepler-433 b,Kepler-433,1,1,Transit,2015,5.33408384,16.25,2.26,1.46,-0.01,1878.31,2010s,Jovian,0.6460176991150443
3457,Kepler-434 b,Kepler-434,1,1,Transit,2015,12.8747099,12.67,1.38,1.2,0.25,1222.54,2010s,Jovian,0.8695652173913044
3458,Kepler-435 b,Kepler-435,1,1,Transit,2015,8.6001536,22.31,3.21,1.54,-0.18,1418.77,2010s,Jovian,0.4797507788161994
3459,Kepler-436 b,Kepler-436,1,2,Transit,2015,64.00205,2.73,0.7,0.73,0.01,588.867,2010s,Sub-Neptune,1.042857142857143
3460,Kepler-436 c,Kepler-436,1,2,Transit,2016,16.79713874,2.33,0.71,0.75,0.02,588.867,2010s,Sub-Neptune,1.0563380281690142
3461,Kepler-437 b,Kepler-437,1,1,Transit,2015,66.65062,2.14,0.68,0.71,0.0,304.0,2010s,Sub-Neptune,1.0441176470588234
3462,Kepler-438 b,Kepler-438,1,1,Transit,2015,35.23319,1.12,0.52,0.54,0.16,195.9428717,2010s,Super-Earth,1.0384615384615385
3463,Kepler-439 b,Kepler-439,1,1,Transit,2015,178.1396,2.24,0.87,0.88,0.02,757.048,2010s,Sub-Neptune,1.0114942528735633
3464,Kepler-44 b,Kepler-44,1,1,Transit,2011,3.2467293,12.22,1.35,1.12,0.15,1188.0,2010s,Jovian,0.8296296296296296
3465,Kepler-440 b,Kepler-440,1,1,Transit,2015,101.11141,1.86,0.56,0.57,-0.3,301.03,2010s,Sub-Neptune,1.0178571428571426
3466,Kepler-441 b,Kepler-441,1,1,Transit,2015,207.2482,1.64,0.55,0.57,-0.57,268.003,2010s,Super-Earth,1.0363636363636362
3467,Kepler-442 b,Kepler-442,1,1,Transit,2015,112.3053,1.34,0.6,0.61,-0.37,365.965,2010s,Super-Earth,1.0166666666666666
3468,Kepler-443 b,Kepler-443,1,1,Transit,2015,177.6693,2.33,0.71,0.74,-0.01,802.271,2010s,Sub-Neptune,1.0422535211267605
3469,Kepler-444 b,Kepler-444,3,5,Transit,2015,3.6001053,0.403,0.75,0.76,-0.55,36.4396,2010s,Terrestrial,1.0133333333333334
3470,Kepler-444 c,Kepler-444,3,5,Transit,2015,4.5458841,0.497,0.75,0.76,-0.55,36.4396,2010s,Terrestrial,1.0133333333333334
3471,Kepler-444 d,Kepler-444,3,5,Transit,2015,6.189392,0.53,0.75,0.76,-0.55,36.4396,2010s,Terrestrial,1.0133333333333334
3472,Kepler-444 e,Kepler-444,3,5,Transit,2015,7.743493,0.546,0.75,0.76,-0.55,36.4396,2010s,Terrestrial,1.0133333333333334
3473,Kepler-444 f,Kepler-444,3,5,Transit,2015,9.740486,0.741,0.75,0.76,-0.55,36.4396,2010s,Terrestrial,1.0133333333333334
3474,Kepler-445 b,Kepler-445,1,3,Transit,2015,2.984151,1.58,0.21,0.18,0.27,127.201,2010s,Super-Earth,0.8571428571428571
3475,Kepler-445 c,Kepler-445,1,3,Transit,2015,4.871229,2.51,0.21,0.18,0.27,127.201,2010s,Sub-Neptune,0.8571428571428571
3476,Kepler-445 d,Kepler-445,1,3,Transit,2015,8.15275,1.25,0.21,0.18,0.27,127.201,2010s,Super-Earth,0.8571428571428571
3477,Kepler-446 b,Kepler-446,1,3,Transit,2015,1.565409,1.5,0.24,0.22,-0.3,96.339,2010s,Super-Earth,0.9166666666666667
3478,Kepler-446 c,Kepler-446,1,3,Transit,2015,3.036179,1.11,0.24,0.22,-0.3,96.339,2010s,Super-Earth,0.9166666666666667
