,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,st_rad,st_mass,st_met,sy_dist,decade_of_discovery,pl_type,st_compactness
3479,Kepler-446 d,Kepler-446,1,3,Transit,2015,5.148921,1.35,0.24,0.22,-0.3,96.339,2010s,Super-Earth,0.9166666666666667
3480,Kepler-447 b,Kepler-447,1,1,Transit,2015,7.79430132,18.49,1.05,1.0,0.07,268.041,2010s,Jovian,0.9523809523809523
3481,Kepler-448 c,KOI-12,1,2,Transit Timing Variations,2017,2500.0,12.0,1.4,1.5,0.081,399.398,2010s,Jovian,1.0714285714285714
3482,Kepler-449 b,Kepler-449,1,2,Transit,2015,12.58242,2.056,1.47,1.02,-0.165,241.949,2010s,Sub-Neptune,0.6938775510204082
3483,Kepler-449 c,Kepler-449,1,2,Transit,2015,33.6727,2.764,1.47,1.02,-0.165,241.949,2010s,Sub-Neptune,0.6938775510204082
3484,Kepler-45 b,Kepler-45,1,1,Transit,2011,2.455239,10.76,0.55,0.59,0.28,381.949,2010s,Jovian,1.0727272727272725
3485,Kepler-450 b,Kepler-450,1,3,Transit,2015,28.454851,6.14,1.64,1.19,0.128,455.982,2010s,Jovian,0.725609756097561
3486,Kepler-450 c,Kepler-450,1,3,Transit,2015,15.413135,2.62,1.64,1.19,0.128,455.982,2010s,Sub-Neptune,0.725609756097561
3487,Kepler-450 d,Kepler-450,1,3,Transit,2015,7.51464,0.837,1.64,1.19,0.128,455.982,2010s,Terrestrial,0.725609756097561
3488,Kepler-451 c,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2022,1460.0,13.5,0.2,0.48,-0.092,396.332,2020s,Jovian,2.4
3489,Kepler-451 d,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2022,43.0,13.5,0.2,0.48,-0.092,396.332,2020s,Jovian,2.4
3490,Kepler-452 b,Kepler-452,1,1,Transit,2015,384.843,1.63,1.11,1.04,0.21,551.727,2010s,Super-Earth,0.9369369369369369
3491,Kepler-453 b,Kepler-453,2,1,Transit,2015,240.503,6.204,0.83,0.94,0.09,442.846,2010s,Jovian,1.1325301204819278
3492,Kepler-454 b,Kepler-454,2,2,Transit,2015,10.57,2.354,1.05,0.85,0.27,230.869,2010s,Sub-Neptune,0.8095238095238094
3493,Kepler-454 c,Kepler-454,2,2,Radial Velocity,2015,523.9,12.9,1.07,1.03,0.27,230.869,2010s,Jovian,0.9626168224299065
3494,Kepler-457 d,KOI-7892,1,3,Transit,2021,10.6906004,2.985,1.24,1.15,-0.16,1072.3,2020s,Sub-Neptune,0.9274193548387096
3495,Kepler-458 c,KIC 9663113,1,2,Transit,2016,20.74028413,4.2,2.22,1.15,0.144,1594.74,2010s,Sub-Jovian,0.518018018018018
3496,Kepler-46 b,Kepler-46,1,3,Transit,2012,33.60134,9.057,0.94,0.9,0.41,777.06,2010s,Jovian,0.9574468085106383
3497,Kepler-46 c,Kepler-46,1,3,Transit Timing Variations,2012,57.011,13.5,0.94,0.9,0.41,777.06,2010s,Jovian,0.9574468085106383
3498,Kepler-46 d,Kepler-46,1,3,Transit,2014,6.766589,1.64,0.79,0.92,0.37,777.06,2010s,Super-Earth,1.1645569620253164
3499,Kepler-460 c,KIC 5437945,1,2,Transit,2016,220.1303357,5.52,1.26,1.17,0.06,1274.01,2010s,Sub-Jovian,0.9285714285714285
3500,Kepler-461 b,Kepler-461,1,1,Transit,2016,8.31378306,2.58,0.91,0.98,0.04,692.158,2010s,Sub-Neptune,1.0769230769230769
3501,Kepler-462 b,Kepler-462,1,2,Transit,2016,84.6866,3.0,1.57,1.59,0.05,596.625,2010s,Sub-Neptune,1.0127388535031847
3502,Kepler-462 c,Kepler-462,1,2,Transit,2020,207.62,4.0,1.57,1.59,0.05,596.625,2020s,Sub-Jovian,1.0127388535031847
3503,Kepler-463 b,Kepler-463,1,1,Transit,2016,8.98101683,3.05,0.9,0.87,-0.28,394.804,2010s,Sub-Neptune,0.9666666666666667
3504,Kepler-464 b,Kepler-464,1,1,Transit,2016,7.25696522,3.3,1.59,1.21,0.19,667.604,2010s,Sub-Neptune,0.761006289308176
3505,Kepler-465 b,Kepler-465,1,1,Transit,2016,9.94067247,2.95,1.29,1.23,0.09,553.077,2010s,Sub-Neptune,0.9534883720930232
3506,Kepler-466 b,Kepler-466,1,2,Transit,2016,51.07926307,2.85,1.05,1.04,-0.01,530.122,2010s,Sub-Neptune,0.9904761904761905
3507,Kepler-466 c,Kepler-466,1,2,Transit,2016,3.70921385,1.25,1.05,1.04,-0.01,530.122,2010s,Super-Earth,0.9904761904761905
3508,Kepler-467 b,Kepler-467,1,1,Transit,2016,24.99324193,2.25,1.37,1.05,0.06,466.265,2010s,Sub-Neptune,0.7664233576642335
3509,Kepler-468 b,Kepler-468,1,1,Transit,2016,38.47875707,13.34,0.87,0.96,0.1,442.871,2010s,Jovian,1.103448275862069
3510,Kepler-47 b,Kepler-47,2,3,Transit,2012,49.4643,3.05,0.94,0.96,-0.25,1025.02,2010s,Sub-Neptune,1.0212765957446808
3511,Kepler-47 c,Kepler-47,2,3,Transit,2012,303.227,4.65,0.94,0.96,-0.25,1025.02,2010s,Sub-Jovian,1.0212765957446808
3512,Kepler-47 d,Kepler-47,2,3,Transit,2019,187.366,7.04,0.94,0.96,-0.043,1025.02,2010s,Jovian,1.0212765957446808
3513,Kepler-470 b,Kepler-470,1,1,Transit,2016,24.66919569,14.44,1.66,1.4,0.04,929.811,2010s,Jovian,0.8433734939759036
3514,Kepler-471 b,Kepler-471,1,1,Transit,2016,5.01423457,14.96,1.8,1.49,0.07,1249.41,2010s,Jovian,0.8277777777777777
3515,Kepler-472 b,Kepler-472,1,1,Transit,2016,4.17625551,3.22,0.78,0.85,0.16,306.602,2010s,Sub-Neptune,1.0897435897435896
3516,Kepler-473 b,Kepler-473,1,1,Transit,2016,14.55731705,4.08,1.34,1.06,0.12,905.937,2010s,Sub-Jovian,0.7910447761194029
3517,Kepler-474 b,Kepler-474,1,1,Transit,2016,5.66067294,3.06,1.08,0.99,-0.01,841.496,2010s,Sub-Neptune,0.9166666666666666
3518,Kepler-475 b,Kepler-475,1,1,Transit,2016,3.10550819,2.49,0.79,0.86,0.21,280.069,2010s,Sub-Neptune,1.0886075949367089
3519,Kepler-476 b,Kepler-476,1,1,Transit,2016,14.00640607,3.08,1.09,1.03,0.04,813.535,2010s,Sub-Neptune,0.944954128440367
3520,Kepler-477 b,Kepler-477,2,1,Transit,2016,11.11990653,2.07,0.79,0.87,-0.04,367.0,2010s,Sub-Neptune,1.10126582278481
3521,Kepler-478 b,Kepler-478,1,1,Transit,2016,13.2217576,2.71,0.8,0.85,-0.03,420.0,2010s,Sub-Neptune,1.0625
3522,Kepler-479 b,Kepler-479,1,1,Transit,2016,12.49341307,2.12,0.81,0.86,-0.02,344.901,2010s,Sub-Neptune,1.0617283950617282
3523,Kepler-48 b,Kepler-48,1,4,Transit,2012,4.778,1.88,0.89,0.88,0.17,306.738,2010s,Sub-Neptune,0.9887640449438202
3524,Kepler-48 c,Kepler-48,1,4,Transit,2012,9.67395,2.71,0.89,0.88,0.17,306.738,2010s,Sub-Neptune,0.9887640449438202
3525,Kepler-48 d,Kepler-48,1,4,Transit,2014,42.8961,2.04,0.89,0.88,0.17,306.738,2010s,Sub-Neptune,0.9887640449438202
3526,Kepler-48 e,Kepler-48,1,4,Radial Velocity,2014,982.0,13.4,0.89,0.88,0.17,306.738,2010s,Jovian,0.9887640449438202
3527,Kepler-480 b,Kepler-480,1,1,Transit,2016,4.9195838,2.78,1.34,1.25,0.11,847.508,2010s,Sub-Neptune,0.9328358208955223
3528,Kepler-481 b,Kepler-481,1,1,Transit,2016,10.06082567,2.5,1.09,1.01,0.03,813.724,2010s,Sub-Neptune,0.9266055045871558
3529,Kepler-482 b,Kepler-482,1,1,Transit,2016,56.35418576,2.36,0.72,0.75,-0.13,313.068,2010s,Sub-Neptune,1.0416666666666667
3530,Kepler-483 b,Kepler-483,1,1,Transit,2016,30.229104,3.21,1.47,1.28,0.09,860.355,2010s,Sub-Neptune,0.870748299319728
3531,Kepler-484 b,Kepler-484,1,1,Transit,2016,10.04556931,2.28,0.87,0.96,-0.1,382.136,2010s,Sub-Neptune,1.103448275862069
3532,Kepler-485 b,Kepler-485,1,1,Transit,2016,3.2432598,14.41,1.09,1.07,0.04,1140.95,2010s,Jovian,0.981651376146789
3533,Kepler-486 b,Kepler-486,1,1,Transit,2016,30.36044667,11.0,0.75,0.79,-0.04,436.257,2010s,Jovian,1.0533333333333335
3534,Kepler-487 b,Kepler-487,1,3,Transit,2016,15.3587684,11.42,0.88,0.91,0.0,872.343,2010s,Jovian,1.0340909090909092
3535,Kepler-487 c,Kepler-487,1,3,Transit,2016,38.6519976,2.68,0.88,0.91,0.0,872.343,2010s,Sub-Neptune,1.0340909090909092
3536,Kepler-487 d,Kepler-487,1,3,Transit,2021,2.41839004,2.775,0.89,0.87,0.02,872.343,2020s,Sub-Neptune,0.9775280898876404
3537,Kepler-488 b,Kepler-488,1,1,Transit,2016,3.12082923,15.79,1.09,1.07,0.03,1145.28,2010s,Jovian,0.981651376146789
3538,Kepler-489 b,Kepler-489,1,1,Transit,2016,17.27629612,7.72,0.76,0.82,0.0,369.645,2010s,Jovian,1.0789473684210527
3539,Kepler-49 b,Kepler-49,1,4,Transit,2012,7.2037945,2.72,0.53,0.55,0.03,311.222,2010s,Sub-Neptune,1.0377358490566038
3540,Kepler-49 c,Kepler-49,1,4,Transit,2012,10.9129343,2.55,0.53,0.55,0.03,311.222,2010s,Sub-Neptune,1.0377358490566038
3541,Kepler-49 d,Kepler-49,1,4,Transit,2014,2.576549,1.6,0.56,0.55,0.03,311.222,2010s,Super-Earth,0.9821428571428571
3542,Kepler-49 e,Kepler-49,1,4,Transit,2014,18.596108,1.56,0.56,0.55,0.03,311.222,2010s,Super-Earth,0.9821428571428571
3543,Kepler-490 b,Kepler-490,1,1,Transit,2016,3.26869515,11.65,1.12,1.08,-0.02,1523.0,2010s,Jovian,0.9642857142857143
3544,Kepler-491 b,Kepler-491,1,1,Transit,2016,4.22538451,8.92,1.03,1.04,0.37,630.785,2010s,Jovian,1.0097087378640777
3545,Kepler-492 b,Kepler-492,1,1,Transit,2016,11.72012266,9.59,0.91,0.94,0.07,587.91,2010s,Jovian,1.0329670329670328
3546,Kepler-493 b,Kepler-493,1,1,Transit,2016,3.00387658,15.13,1.54,1.36,0.11,1745.77,2010s,Jovian,0.8831168831168832
3547,Kepler-494 b,Kepler-494,1,1,Transit,2016,8.02511821,7.14,1.26,1.1,0.02,750.177,2010s,Jovian,0.8730158730158731
3548,Kepler-495 b,Kepler-495,1,2,Transit,2016,3.41303622,5.23,0.83,0.86,-0.07,658.924,2010s,Sub-Jovian,1.036144578313253
3549,Kepler-495 c,Kepler-495,1,2,Transit,2021,5.89660978,1.219,1.09,0.89,0.18,658.924,2020s,Super-Earth,0.8165137614678899
3550,Kepler-496 b,Kepler-496,1,1,Transit,2016,8.30864937,2.32,0.82,0.86,-0.03,605.274,2010s,Sub-Neptune,1.048780487804878
3551,Kepler-497 b,Kepler-497,1,1,Transit,2016,3.57320367,6.04,1.11,1.09,0.24,1291.98,2010s,Jovian,0.9819819819819819
3552,Kepler-498 b,Kepler-498,1,1,Transit,2016,9.61375356,3.03,0.96,0.98,-0.04,938.844,2010s,Sub-Neptune,1.0208333333333333
3553,Kepler-499 b,Kepler-499,1,1,Transit,2016,5.63252845,2.17,0.83,0.87,0.0,556.726,2010s,Sub-Neptune,1.0481927710843375
3554,Kepler-5 b,Kepler-5,1,1,Transit,2009,3.5484657,15.984,1.79,1.37,0.04,899.777,2000s,Jovian,0.7653631284916201
3555,Kepler-50 b,Kepler-50,1,2,Transit,2012,7.81254,1.71,1.58,1.24,0.03,250.11,2010s,Super-Earth,0.7848101265822784
3556,Kepler-50 c,Kepler-50,1,2,Transit,2012,9.37647,2.17,1.58,1.24,0.03,250.11,2010s,Sub-Neptune,0.7848101265822784
3557,Kepler-500 b,Kepler-500,1,1,Transit,2016,8.5083244,2.58,1.03,1.02,0.03,807.48,2010s,Sub-Neptune,0.9902912621359223
3558,Kepler-501 b,Kepler-501,1,2,Transit,2016,5.64067757,4.3,1.04,1.03,-0.03,1125.24,2010s,Sub-Jovian,0.9903846153846154
3559,Kepler-501 c,Kepler-501,1,2,Transit,2021,3.62276006,1.681,1.22,1.03,0.14,1125.24,2020s,Super-Earth,0.8442622950819673
3560,Kepler-502 b,Kepler-502,1,1,Transit,2016,4.28686431,4.77,1.22,1.15,0.05,1591.04,2010s,Sub-Jovian,0.9426229508196721
3561,Kepler-504 b,Kepler-504,2,1,Transit,2016,9.54927542,1.59,0.33,0.33,-0.31,99.0688,2010s,Super-Earth,1.0
3562,Kepler-505 b,Kepler-505,1,1,Transit,2016,27.52197994,2.6,0.53,0.55,-0.19,283.41,2010s,Sub-Neptune,1.0377358490566038
3563,Kepler-506 b,Kepler-506,1,1,Transit,2016,6.8834055,2.73,1.19,1.19,0.09,228.439,2010s,Sub-Neptune,1.0
3564,Kepler-507 b,Kepler-507,1,1,Transit,2016,3.56809693,1.3,1.32,1.16,0.06,391.644,2010s,Super-Earth,0.8787878787878787
3565,Kepler-508 b,Kepler-508,1,1,Transit,2016,25.30889748,1.64,1.25,1.16,0.18,324.618,2010s,Super-Earth,0.9279999999999999
3566,Kepler-509 b,Kepler-509,1,1,Transit,2016,41.74600392,2.49,1.2,1.1,0.01,332.443,2010s,Sub-Neptune,0.9166666666666667
3567,Kepler-51 b,Kepler-51,1,3,Transit,2012,45.154,7.1,0.94,1.04,0.05,783.831,2010s,Jovian,1.1063829787234043
3568,Kepler-51 c,Kepler-51,1,3,Transit,2012,85.312,9.0,0.94,1.04,0.05,783.831,2010s,Jovian,1.1063829787234043
3569,Kepler-51 d,Kepler-51,1,3,Transit,2014,130.194,9.7,0.94,1.04,0.05,783.831,2010s,Jovian,1.1063829787234043
3570,Kepler-510 b,Kepler-510,1,1,Transit,2016,19.55659418,2.47,1.41,0.91,-0.35,386.177,2010s,Sub-Neptune,0.6453900709219859
3571,Kepler-511 b,Kepler-511,1,2,Transit,2016,296.637865,6.35,1.2,1.0,0.01,651.999,2010s,Jovian,0.8333333333333334
3572,Kepler-511 c,Kepler-511,1,2,Transit,2021,26.62949944,4.21,1.42,0.96,-0.2,651.999,2020s,Sub-Jovian,0.676056338028169
3573,Kepler-512 b,Kepler-512,1,1,Transit,2016,34.43587975,2.69,1.3,1.17,0.22,467.375,2010s,Sub-Neptune,0.8999999999999999
3574,Kepler-513 b,Kepler-513,1,1,Transit,2016,28.86235584,2.2,1.06,1.02,-0.01,468.258,2010s,Sub-Neptune,0.9622641509433962
3575,Kepler-514 b,Kepler-514,2,1,Transit,2016,5.65179605,1.72,1.44,1.28,0.36,455.336,2010s,Super-Earth,0.888888888888889
3576,Kepler-515 b,Kepler-515,2,1,Transit,2016,19.96371318,1.46,0.83,0.9,0.08,255.0,2010s,Super-Earth,1.0843373493975905
3577,Kepler-516 b,Kepler-516,1,1,Transit,2016,24.85462415,5.74,2.02,1.62,0.01,687.094,2010s,Sub-Jovian,0.801980198019802
3578,Kepler-517 b,Kepler-517,2,1,Transit,2016,60.92832271,2.67,0.98,0.95,-0.06,289.907,2010s,Sub-Neptune,0.9693877551020408
3579,Kepler-518 b,Kepler-518,1,1,Transit,2016,8.51203588,2.11,0.88,0.96,-0.23,337.901,2010s,Sub-Neptune,1.0909090909090908
3580,Kepler-519 b,Kepler-519,2,1,Transit,2016,24.3078946,2.1,0.8,0.89,0.01,246.61,2010s,Sub-Neptune,1.1125
3581,Kepler-52 b,Kepler-52,1,3,Transit,2012,7.8773565,2.1,0.52,0.54,0.0,321.542,2010s,Sub-Neptune,1.0384615384615385
3582,Kepler-52 c,Kepler-52,1,3,Transit,2012,16.3850021,1.84,0.52,0.54,0.0,321.542,2010s,Sub-Neptune,1.0384615384615385
3583,Kepler-52 d,Kepler-52,1,3,Transit,2014,36.445171,1.95,0.56,0.58,0.0,321.542,2010s,Sub-Neptune,1.0357142857142856
3584,Kepler-520 b,Kepler-520,1,2,Transit,2016,19.67416124,1.66,1.09,1.1,-0.03,623.901,2010s,Super-Earth,1.0091743119266054
3585,Kepler-520 c,Kepler-520,1,2,Transit,2016,5.21104261,1.07,1.09,1.1,-0.03,623.901,2010s,Super-Earth,1.0091743119266054
3586,Kepler-521 b,Kepler-521,1,1,Transit,2016,22.20813214,3.18,1.46,1.34,0.25,830.638,2010s,Sub-Neptune,0.9178082191780823
3587,Kepler-522 b,Kepler-522,1,1,Transit,2016,38.58422849,6.91,1.98,1.54,0.41,639.239,2010s,Jovian,0.7777777777777778
3588,Kepler-523 b,Kepler-523,1,1,Transit,2016,5.83598311,1.96,0.86,0.93,-0.03,253.295,2010s,Sub-Neptune,1.0813953488372094
3589,Kepler-524 b,Kepler-524,1,2,Transit,2016,7.97419807,1.91,1.1,1.09,0.02,1058.24,2010s,Sub-Neptune,0.9909090909090909
3590,Kepler-524 c,Kepler-524,1,2,Transit,2016,1.88897906,0.96,1.1,1.09,0.02,1058.24,2010s,Terrestrial,0.9909090909090909
3591,Kepler-525 b,Kepler-525,1,1,Transit,2016,18.68404933,2.63,1.15,0.95,0.11,992.852,2010s,Sub-Neptune,0.8260869565217391
3592,Kepler-526 b,Kepler-526,1,1,Transit,2016,5.45849832,1.99,1.14,1.15,0.34,666.146,2010s,Sub-Neptune,1.0087719298245614
3593,Kepler-527 b,Kepler-527,1,1,Transit,2016,13.28535633,2.84,1.45,1.28,0.03,750.04,2010s,Sub-Neptune,0.8827586206896553
3594,Kepler-528 b,Kepler-528,1,1,Transit,2016,19.78297415,2.08,1.06,1.01,0.02,784.23,2010s,Sub-Neptune,0.9528301886792453
3595,Kepler-529 b,Kepler-529,1,3,Transit,2016,1.98035766,1.86,1.14,1.07,-0.1,799.008,2010s,Sub-Neptune,0.9385964912280703
3596,Kepler-529 c,Kepler-529,1,3,Transit,2016,12.8345022,2.0,1.14,1.07,-0.1,799.008,2010s,Sub-Neptune,0.9385964912280703
3597,Kepler-529 d,Kepler-529,1,3,Transit,2021,35.86619949,2.795,1.19,1.0,-0.16,799.008,2020s,Sub-Neptune,0.8403361344537815
3598,Kepler-53 b,Kepler-53,1,3,Transit,2012,18.6489525,2.89,0.89,0.98,0.16,1366.07,2010s,Sub-Neptune,1.101123595505618
3599,Kepler-53 c,Kepler-53,1,3,Transit,2012,38.5583038,3.17,0.89,0.98,0.16,1366.07,2010s,Sub-Neptune,1.101123595505618
3600,Kepler-53 d,Kepler-53,1,3,Transit,2014,9.751962,2.12,0.96,0.98,0.16,1366.07,2010s,Sub-Neptune,1.0208333333333333
3601,Kepler-530 b,Kepler-530,2,1,Transit,2016,39.30941904,3.01,0.89,0.97,-0.08,457.709,2010s,Sub-Neptune,1.0898876404494382
3602,Kepler-531 b,Kepler-531,1,1,Transit,2016,29.88485741,2.78,0.75,0.78,-0.03,252.762,2010s,Sub-Neptune,1.04
3603,Kepler-532 b,Kepler-532,1,1,Transit,2016,12.92491623,2.57,0.79,0.87,0.0,312.798,2010s,Sub-Neptune,1.10126582278481
3604,Kepler-533 b,Kepler-533,1,1,Transit,2016,28.51120525,3.38,0.72,0.78,0.01,302.955,2010s,Sub-Neptune,1.0833333333333335
3605,Kepler-534 b,Kepler-534,1,2,Transit,2016,15.95994513,2.24,0.98,1.05,0.01,570.659,2010s,Sub-Neptune,1.0714285714285714
3606,Kepler-534 c,Kepler-534,1,2,Transit,2021,7.37868977,1.227,0.96,1.07,0.07,570.659,2020s,Super-Earth,1.1145833333333335
3607,Kepler-535 b,Kepler-535,1,1,Transit,2016,4.90332155,2.36,1.27,1.18,0.13,685.599,2010s,Sub-Neptune,0.9291338582677164
3608,Kepler-536 b,Kepler-536,1,1,Transit,2016,1.8270823,3.1,0.89,0.92,0.0,462.322,2010s,Sub-Neptune,1.0337078651685394
3609,Kepler-537 b,Kepler-537,1,1,Transit,2016,3.24755522,1.41,0.99,1.07,0.23,439.4,2010s,Super-Earth,1.0808080808080809
3610,Kepler-538 b,Kepler-538,2,1,Transit,2016,81.73778,2.215,0.87,0.89,-0.03,155.956,2010s,Sub-Neptune,1.0229885057471264
3611,Kepler-539 b,Kepler-539,1,2,Transit,2016,125.63243,8.373,0.95,1.05,-0.01,307.318,2010s,Jovian,1.105263157894737
3612,Kepler-539 c,Kepler-539,1,2,Transit Timing Variations,2016,1000.0,13.3,0.95,1.05,-0.01,307.318,2010s,Jovian,1.105263157894737
3613,Kepler-54 b,Kepler-54,1,3,Transit,2012,8.0109434,2.1,0.5,0.51,-0.27,271.701,2010s,Sub-Neptune,1.02
3614,Kepler-54 c,Kepler-54,1,3,Transit,2012,12.0717249,1.23,0.5,0.51,-0.27,271.701,2010s,Super-Earth,1.02
3615,Kepler-54 d,Kepler-54,1,3,Transit,2014,20.995694,1.53,0.55,0.52,-0.27,271.701,2010s,Super-Earth,0.9454545454545454
3616,Kepler-540 b,Kepler-540,1,1,Transit,2016,172.7049784,2.71,1.08,1.02,-0.1,390.374,2010s,Sub-Neptune,0.9444444444444444
3617,Kepler-541 b,Kepler-541,1,1,Transit,2016,5.08005848,3.36,2.06,1.41,0.07,1060.68,2010s,Sub-Neptune,0.6844660194174756
3618,Kepler-542 b,Kepler-542,1,1,Transit,2016,13.14497566,1.57,0.9,0.93,0.02,436.016,2010s,Super-Earth,1.0333333333333334
3619,Kepler-543 b,Kepler-543,1,1,Transit,2016,13.89961966,2.5,0.67,0.7,-0.19,221.802,2010s,Sub-Neptune,1.044776119402985
3620,Kepler-544 b,Kepler-544,1,1,Transit,2016,21.41616926,2.12,1.22,1.16,0.02,963.18,2010s,Sub-Neptune,0.9508196721311475
3621,Kepler-545 b,Kepler-545,1,1,Transit,2016,13.24934059,2.69,1.07,1.04,0.03,818.001,2010s,Sub-Neptune,0.9719626168224299
3622,Kepler-546 b,Kepler-546,1,1,Transit,2016,4.14702026,7.0,1.15,1.11,0.14,1019.65,2010s,Jovian,0.965217391304348
3623,Kepler-547 b,Kepler-547,1,1,Transit,2016,6.01038429,4.0,0.73,0.78,0.01,378.972,2010s,Sub-Jovian,1.0684931506849316
3624,Kepler-548 b,Kepler-548,1,1,Transit,2016,4.45419434,11.99,0.9,0.93,0.0,751.776,2010s,Jovian,1.0333333333333334
3625,Kepler-549 b,Kepler-549,1,2,Transit,2016,42.9495649,2.57,0.84,0.88,-0.03,635.145,2010s,Sub-Neptune,1.0476190476190477
3626,Kepler-549 c,Kepler-549,1,2,Transit,2016,117.040498,2.93,0.84,0.88,-0.03,635.145,2010s,Sub-Neptune,1.0476190476190477
3627,Kepler-55 b,Kepler-55,1,5,Transit,2012,27.9481449,2.43,0.58,0.62,-0.01,578.796,2010s,Sub-Neptune,1.0689655172413794
3628,Kepler-55 c,Kepler-55,1,5,Transit,2012,42.1516418,2.21,0.58,0.62,-0.01,578.796,2010s,Sub-Neptune,1.0689655172413794
3629,Kepler-55 d,Kepler-55,1,5,Transit,2014,2.211099,1.59,0.62,0.63,-0.01,578.796,2010s,Super-Earth,1.0161290322580645
3630,Kepler-55 e,Kepler-55,1,5,Transit,2014,4.617534,1.55,0.62,0.63,-0.01,578.796,2010s,Super-Earth,1.0161290322580645
3631,Kepler-55 f,Kepler-55,1,5,Transit,2014,10.198545,1.59,0.62,0.63,-0.01,578.796,2010s,Super-Earth,1.0161290322580645
3632,Kepler-550 b,Kepler-550,1,1,Transit,2016,8.60010411,4.42,0.83,0.87,-0.02,531.944,2010s,Sub-Jovian,1.0481927710843375
3633,Kepler-551 b,Kepler-551,1,1,Transit,2016,12.3764661,2.73,0.63,0.65,-0.09,311.175,2010s,Sub-Neptune,1.0317460317460319
3634,Kepler-552 b,Kepler-552,1,1,Transit,2016,5.26341577,3.95,1.04,1.03,0.01,843.689,2010s,Sub-Jovian,0.9903846153846154
3635,Kepler-553 b,Kepler-553,1,2,Transit,2016,4.03046804,4.63,0.85,0.92,0.21,728.525,2010s,Sub-Jovian,1.0823529411764707
3636,Kepler-553 c,Kepler-553,1,2,Transit,2016,328.2399546,11.2,0.85,0.92,0.21,728.525,2010s,Jovian,1.0823529411764707
3637,Kepler-554 b,Kepler-554,1,1,Transit,2016,1.90220856,4.29,0.92,0.93,0.14,690.525,2010s,Sub-Jovian,1.0108695652173914
3638,Kepler-555 b,Kepler-555,1,1,Transit,2016,16.21775407,2.83,1.04,1.03,0.0,973.121,2010s,Sub-Neptune,0.9903846153846154
3639,Kepler-556 b,Kepler-556,1,1,Transit,2016,11.72292176,2.24,0.98,1.0,0.03,674.598,2010s,Sub-Neptune,1.0204081632653061
3640,Kepler-557 b,Kepler-557,1,1,Transit,2016,3.70598955,2.67,1.16,1.11,0.02,2097.12,2010s,Sub-Neptune,0.9568965517241381
3641,Kepler-558 b,Kepler-558,1,1,Transit,2016,29.00790538,2.37,0.81,0.85,-0.06,661.876,2010s,Sub-Neptune,1.0493827160493827
3642,Kepler-559 b,Kepler-559,1,1,Transit,2016,17.58752333,3.61,0.95,0.96,0.03,776.708,2010s,Sub-Jovian,1.0105263157894737
3643,Kepler-56 b,Kepler-56,1,3,Transit,2012,10.5016,6.51,4.23,1.32,0.2,912.994,2010s,Jovian,0.3120567375886525
3644,Kepler-56 c,Kepler-56,1,3,Transit,2012,21.40239,9.8,4.23,1.32,0.2,912.994,2010s,Jovian,0.3120567375886525
3645,Kepler-56 d,Kepler-56,1,3,Radial Velocity,2016,1002.0,12.8,4.22,1.29,0.363,912.994,2010s,Jovian,0.30568720379146924
3646,Kepler-560 b,Kepler-560,2,1,Transit,2016,18.47764449,1.72,0.33,0.34,-0.39,109.308,2010s,Super-Earth,1.0303030303030303
3647,Kepler-561 b,Kepler-561,1,2,Transit,2016,58.3620495,6.96,0.94,0.96,0.02,621.378,2010s,Jovian,1.0212765957446808
3648,Kepler-561 c,Kepler-561,1,2,Transit,2016,5.35016198,2.68,0.94,0.96,0.02,621.378,2010s,Sub-Neptune,1.0212765957446808
3649,Kepler-562 b,Kepler-562,1,1,Transit,2016,18.00931444,5.21,0.9,0.93,-0.04,992.769,2010s,Sub-Jovian,1.0333333333333334
3650,Kepler-563 b,Kepler-563,1,1,Transit,2016,22.18432708,3.09,0.77,0.8,-0.08,565.207,2010s,Sub-Neptune,1.038961038961039
3651,Kepler-564 b,Kepler-564,1,1,Transit,2016,3.75083228,4.63,0.92,0.95,-0.01,863.037,2010s,Sub-Jovian,1.0326086956521738
3652,Kepler-565 b,Kepler-565,1,1,Transit,2016,4.24374723,3.64,0.95,0.98,-0.02,1041.0,2010s,Sub-Jovian,1.0315789473684212
3653,Kepler-566 b,Kepler-566,1,1,Transit,2016,18.42794624,2.15,0.79,0.83,-0.01,564.277,2010s,Sub-Neptune,1.050632911392405
3654,Kepler-567 b,Kepler-567,1,1,Transit,2016,16.54297375,2.25,0.79,0.84,0.0,558.81,2010s,Sub-Neptune,1.0632911392405062
3655,Kepler-568 b,Kepler-568,1,1,Transit,2016,11.02347475,2.26,0.53,0.55,0.11,130.645,2010s,Sub-Neptune,1.0377358490566038
3656,Kepler-569 b,Kepler-569,1,1,Transit,2016,34.18890521,3.16,0.93,0.95,0.01,638.301,2010s,Sub-Neptune,1.021505376344086
3657,Kepler-57 b,Kepler-57,1,2,Transit,2012,5.7293196,2.19,0.73,0.83,0.117,644.14,2010s,Sub-Neptune,1.136986301369863
3658,Kepler-57 c,Kepler-57,1,2,Transit,2012,11.6092567,1.55,0.73,0.83,0.117,644.14,2010s,Super-Earth,1.136986301369863
3659,Kepler-570 b,Kepler-570,1,1,Transit,2016,4.301662,2.45,0.9,0.93,0.06,568.148,2010s,Sub-Neptune,1.0333333333333334
